timePlayed,status
2024-05-06T12:48:20Z,FORMULARIO_INCOMPLETO
2024-05-06T12:49:33Z,PAROU_EM_PREVIEW
2024-05-06T12:51:20Z,PAROU_EM_QRCODE
2024-05-06T12:54:38Z,CARTA_IMPRESSA
2024-05-06T12:58:17Z,FORMULARIO_INCOMPLETO
